epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9068402647972107,0.027768205851316452,1e-06,0.9308333396911621,0.020812762901186943
1,0.9057638645172119,0.0278337299823761,1e-06,0.9311110973358154,0.020800909027457237
2,0.9072569608688354,0.026913831010460854,1e-06,0.9308333396911621,0.020798517391085625
3,0.9075000286102295,0.027726536616683006,5e-07,0.9311110973358154,0.020794803276658058
4,0.906493067741394,0.028146667405962944,5e-07,0.9313889145851135,0.0207917969673872
5,0.9079514145851135,0.02861766889691353,2.5e-07,0.9313889145851135,0.020789962261915207
6,0.9041319489479065,0.029301688075065613,2.5e-07,0.9313889145851135,0.020788220688700676
7,0.9058680534362793,0.02833821065723896,1.25e-07,0.9313889145851135,0.020787891000509262
8,0.9071527719497681,0.02868782915174961,1.25e-07,0.9313889145851135,0.020787224173545837
9,0.9091319441795349,0.027899065986275673,6.25e-08,0.9313889145851135,0.020786825567483902
10,0.9061805605888367,0.028211621567606926,6.25e-08,0.9313889145851135,0.020786521956324577
11,0.9067361354827881,0.027340326458215714,3.125e-08,0.9313889145851135,0.020786337554454803
12,0.9044791460037231,0.027916284278035164,3.125e-08,0.9313889145851135,0.020786115899682045
13,0.9086458086967468,0.02811494469642639,1.5625e-08,0.9313889145851135,0.020786050707101822
14,0.909583330154419,0.028104716911911964,1.5625e-08,0.9313889145851135,0.020786002278327942
15,0.9075000286102295,0.027021082118153572,7.8125e-09,0.9313889145851135,0.020785991102457047
16,0.9049652814865112,0.02816019207239151,7.8125e-09,0.9313889145851135,0.02078597992658615
17,0.9084722399711609,0.028125904500484467,3.90625e-09,0.9313889145851135,0.020785978063941002
18,0.9049999713897705,0.028750184923410416,3.90625e-09,0.9313889145851135,0.020785974338650703
19,0.9076041579246521,0.028282297775149345,1.953125e-09,0.9313889145851135,0.020785968750715256
