epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9977777600288391,0.00018135210848413408,1e-06,0.995555579662323,0.0011022724211215973
1,0.9978471994400024,0.0001960167137440294,1e-06,0.995555579662323,0.001101621426641941
2,0.9979166388511658,0.00014793827722314745,1e-06,0.995555579662323,0.001101802452467382
3,0.9976736307144165,0.00012481400335673243,5e-07,0.995555579662323,0.0011015800992026925
4,0.9975694417953491,0.0001817586162360385,5e-07,0.995555579662323,0.0011016997741535306
5,0.9977430701255798,0.00013842576299794018,2.5e-07,0.995555579662323,0.0011016229400411248
6,0.9977430701255798,0.00015100304153747857,2.5e-07,0.995555579662323,0.001101739821024239
7,0.9979166388511658,0.00011480641114758328,1.25e-07,0.995555579662323,0.0011015473864972591
8,0.9978471994400024,0.00020921834220644087,1.25e-07,0.995555579662323,0.001101730507798493
9,0.9978125095367432,0.00014366235700435936,6.25e-08,0.995555579662323,0.001101744594052434
10,0.9980208277702332,0.0001286600308958441,6.25e-08,0.995555579662323,0.0011017498327419162
11,0.9979166388511658,0.00015879387501627207,3.125e-08,0.995555579662323,0.0011017729993909597
12,0.9979861378669739,0.00018451144569553435,3.125e-08,0.995555579662323,0.0011017954675480723
13,0.9979513883590698,0.00016340876754838973,1.5625e-08,0.995555579662323,0.0011017946526408195
14,0.9980902671813965,0.00016605724522378296,1.5625e-08,0.995555579662323,0.0011018025688827038
15,0.9977430701255798,0.00016076855536084622,7.8125e-09,0.995555579662323,0.0011018014047294855
16,0.9979166388511658,0.00013809077790938318,7.8125e-09,0.995555579662323,0.0011017993092536926
17,0.9977083206176758,0.00016502724611200392,3.90625e-09,0.995555579662323,0.0011017994256690145
