epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9523264169692993,0.013345741666853428,1e-06,0.9786111116409302,0.007610303349792957
1,0.9499652981758118,0.013750748708844185,1e-06,0.9786111116409302,0.007607705891132355
2,0.9498611092567444,0.014311669394373894,1e-06,0.9783333539962769,0.007603813428431749
3,0.9501041769981384,0.014096803031861782,5e-07,0.9783333539962769,0.007595704402774572
4,0.9494444727897644,0.013686581514775753,5e-07,0.9783333539962769,0.007595173083245754
5,0.9513888955116272,0.012918511405587196,2.5e-07,0.9783333539962769,0.007593924179673195
6,0.949305534362793,0.014031457714736462,2.5e-07,0.9783333539962769,0.007592602167278528
7,0.9513194561004639,0.013365969993174076,1.25e-07,0.9783333539962769,0.007592485751956701
8,0.9505555629730225,0.013884068466722965,1.25e-07,0.9783333539962769,0.007592653855681419
9,0.9496527910232544,0.013793647289276123,6.25e-08,0.9783333539962769,0.0075925132259726524
10,0.949999988079071,0.013972938992083073,6.25e-08,0.9783333539962769,0.007592978421598673
11,0.9503472447395325,0.013516692444682121,3.125e-08,0.9783333539962769,0.00759252579882741
12,0.9494444727897644,0.01382275391370058,3.125e-08,0.9783333539962769,0.007592583075165749
13,0.9497222304344177,0.01382130291312933,1.5625e-08,0.9783333539962769,0.007592431269586086
14,0.9507291913032532,0.013314804062247276,1.5625e-08,0.9783333539962769,0.007592578884214163
15,0.950208306312561,0.01361914724111557,7.8125e-09,0.9783333539962769,0.007592553738504648
16,0.9498958587646484,0.013836491852998734,7.8125e-09,0.9783333539962769,0.007592507638037205
17,0.9518402814865112,0.01298354659229517,3.90625e-09,0.9783333539962769,0.00759251369163394
18,0.948888897895813,0.014081824570894241,3.90625e-09,0.9783333539962769,0.0075925118289887905
19,0.9478124976158142,0.01379978097975254,1.953125e-09,0.9783333539962769,0.0075925118289887905
