epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.12298610806465149,0.8058173060417175,1e-05,0.17944444715976715,0.8045647740364075
1,0.1237500011920929,0.8058367371559143,1e-05,0.17666666209697723,0.8045012950897217
2,0.12062499672174454,0.8058133125305176,1e-05,0.17527778446674347,0.8044458031654358
3,0.12090277671813965,0.8056564927101135,1e-05,0.1761111170053482,0.8043926954269409
4,0.12302083522081375,0.8057010173797607,1e-05,0.1733333319425583,0.804345965385437
5,0.12336805462837219,0.8056281208992004,1e-05,0.17277777194976807,0.8043030500411987
6,0.12284722179174423,0.8053596615791321,1e-05,0.1736111044883728,0.8042635917663574
7,0.11826388537883759,0.8058381080627441,1e-05,0.17527778446674347,0.8042274713516235
8,0.1228819414973259,0.805488646030426,1e-05,0.17444443702697754,0.8041942119598389
9,0.12194444239139557,0.8055238723754883,1e-05,0.17194443941116333,0.8041616678237915
10,0.11996527761220932,0.8053021430969238,1e-05,0.17166666686534882,0.8041316866874695
11,0.1206597238779068,0.8056221604347229,1e-05,0.17055556178092957,0.8041027188301086
12,0.12024305760860443,0.8054289817810059,5e-06,0.1691666692495346,0.8040892481803894
13,0.12305555492639542,0.8052456974983215,5e-06,0.16972222924232483,0.8040744066238403
14,0.12031249701976776,0.8053736090660095,5e-06,0.16777777671813965,0.8040613532066345
15,0.12083332985639572,0.8048978447914124,5e-06,0.1669444441795349,0.8040485382080078
16,0.12003472447395325,0.805176854133606,2.5e-06,0.16722221672534943,0.8040421009063721
17,0.11857639253139496,0.8052521347999573,2.5e-06,0.16722221672534943,0.8040354251861572
18,0.1193055585026741,0.8055793642997742,2.5e-06,0.16722221672534943,0.8040290474891663
19,0.12170138955116272,0.805076539516449,1.25e-06,0.16722221672534943,0.8040258288383484
20,0.11934027820825577,0.8052352666854858,1.25e-06,0.16750000417232513,0.8040223717689514
21,0.12142360955476761,0.8053002953529358,1.25e-06,0.16722221672534943,0.8040190935134888
22,0.12149305641651154,0.8053318858146667,6.25e-07,0.1669444441795349,0.8040175437927246
23,0.12024305760860443,0.8054134249687195,6.25e-07,0.1663888841867447,0.8040160536766052
24,0.12263888865709305,0.805403470993042,6.25e-07,0.1663888841867447,0.8040140867233276
25,0.12034722417593002,0.805455207824707,3.125e-07,0.1663888841867447,0.8040136098861694
26,0.12194444239139557,0.8055947422981262,3.125e-07,0.1663888841867447,0.804012656211853
27,0.118159718811512,0.8055654764175415,3.125e-07,0.1663888841867447,0.8040120601654053
28,0.11878472566604614,0.8052197694778442,1.5625e-07,0.1663888841867447,0.8040115237236023
29,0.1210416629910469,0.8052243590354919,1.5625e-07,0.16611111164093018,0.8040111660957336
